sample	section label	block label	keyword	
/4G数据集/安徽公司/12-4G专区/4G试商用资费方案及计费规则/4G上网流量.htm/		
/4G数据集/安徽公司/12-4G专区/4G试商用资费方案及计费规则/4G数据业务.htm/		
/4G数据集/安徽公司/12-4G专区/4G试商用资费方案及计费规则/4G试商用资费方案及计费规则.htm/	4G资费整体规则;;;相关文档;;;4G上网流量;;;4G自选套餐;;;数据类终端流量套餐;;;4G飞享套餐	计费规则;;;资费有效期;;;其他需要说明的要求;;;资费规则;;;生效规则;;;开通规则;;;客户保护规则;;;多终端共享;;;资费方案
/4G数据集/安徽公司/12-4G专区/4G试商用资费方案及计费规则/4G语音通话.htm/		
/4G数据集/安徽公司/12-4G专区/4G试商用资费方案及计费规则/4G飞享套餐.htm/		
/4G数据集/安徽公司/12-4G专区/4G试商用资费方案及计费规则/数据类终端流量套餐.htm/		
/4G数据集/安徽公司/4G.htm/	4G	
/4G数据集/安徽公司/三星I9308D无法识别4G网络问题分析.htm/	解决措施及建议;;;问题分析;;;问题描述	
/4G数据集/安徽公司/中兴U9815在IDLE状态无法从4G脱网重选到2、3G.htm/	解决措施及建议;;;问题分析;;;问题描述	
/4G数据集/安徽公司/中兴U9815开机注册时显示字样R而非4G问题预警.htm/	解决措施及建议;;;问题分析;;;问题描述	
/4G数据集/安徽公司/中兴U9815手机从23G切换到4G后一定概率出现长时间无法上网问题.htm/	解决措施及建议;;;问题分析;;;问题描述	
/4G数据集/安徽公司/中兴U9815手机重选回4G网络概率性失败问题预警.htm/	解决措施及建议;;;问题分析;;;问题描述	
/4G数据集/安徽公司/做好4G营销渠道相关工作的通知（2013.11.21）/做好4G营销渠道相关工作的通知（2013.11.21）.htm/	相关文档	对4G客户办理换卡的渠道要求;;;加强渠道对4G终端与业务的承载;;;相关工作要求
/4G数据集/安徽公司/做好4G营销渠道相关工作的通知（2013.11.21）/原始文件/原始文件.htm/	对4G客户办理换卡的渠道要求;;;加强渠道对4G终端与业务的承载;;;相关工作要求	
/4G数据集/安徽公司/做好4G营销渠道相关工作的通知（2013.11.21）/原始文件/附件2：门户网站和10086热线邮寄换卡流程.htm/	门户网站、10086热线邮寄换卡流程示意图;;;门户网站、10086热线邮寄换卡流程示意说明	
/4G数据集/安徽公司/做好4G营销渠道相关工作的通知（2013.11.21）/门户网站、10086热线邮寄换卡流程/门户网站、10086热线邮寄换卡流程.htm/	门户网站、10086热线邮寄换卡流程示意图;;;门户网站、10086热线邮寄换卡流程示意说明	
/4G数据集/安徽公司/天语Touch-1无法背景搜索3G回4G.htm/	解决措施及建议;;;问题分析;;;问题描述	
/4G数据集/安徽公司/诺西ERAB-MODIFICATION未开导致4G终端无法上网.htm/	解决措施及建议;;;问题分析;;;问题描述	
/4G数据集/附：全网4G服务知识文档（V1）.htm/	投诉处理规范及案例;;;4G基础知识;;;FAQ;;;当前营销活动介绍	4G基础知识;;;FAQ 19;;;当前营销活动介绍
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐-三全食品专用.htm/	套餐基本情况;;;语音电话资费标准;;;办理渠道;;;开放对象;;;备注	主叫资费;;;赠送项目;;;优惠区域;;;套餐代码;;;被叫资费;;;必须捆绑的业务;;;亲情号码;;;最低消费;;;套餐优惠方式;;;月基本费
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐-新G3畅聊版/全球通88套餐-新G3畅聊版128.htm/	可视电话资费标准;;;开放对象;;;办理渠道;;;语音电话资费标准;;;套餐基本情况;;;备注	主叫资费;;;赠送项目;;;优惠区域;;;套餐代码;;;被叫资费;;;必须捆绑的业务;;;亲情号码;;;最低消费;;;套餐优惠方式;;;月基本费
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐-新G3畅聊版/全球通88套餐-新G3畅聊版158.htm/	可视电话资费标准;;;开放对象;;;办理渠道;;;语音电话资费标准;;;套餐基本情况;;;备注	主叫资费;;;赠送项目;;;优惠区域;;;套餐代码;;;被叫资费;;;必须捆绑的业务;;;亲情号码;;;最低消费;;;套餐优惠方式;;;月基本费
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐-新G3畅聊版/全球通88套餐-新G3畅聊版188.htm/	可视电话资费标准;;;开放对象;;;办理渠道;;;语音电话资费标准;;;套餐基本情况;;;备注	主叫资费;;;赠送项目;;;优惠区域;;;套餐代码;;;被叫资费;;;必须捆绑的业务;;;亲情号码;;;最低消费;;;套餐优惠方式;;;月基本费
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐-新G3畅聊版/全球通88套餐-新G3畅聊版58.htm/	可视电话资费标准;;;开放对象;;;办理渠道;;;语音电话资费标准;;;套餐基本情况;;;备注	主叫资费;;;赠送项目;;;优惠区域;;;套餐代码;;;被叫资费;;;必须捆绑的业务;;;亲情号码;;;最低消费;;;套餐优惠方式;;;月基本费
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐-新G3畅聊版/全球通88套餐-新G3畅聊版88.htm/	可视电话资费标准;;;开放对象;;;办理渠道;;;语音电话资费标准;;;套餐基本情况;;;备注	主叫资费;;;赠送项目;;;优惠区域;;;被叫资费;;;必须捆绑的业务;;;亲情号码;;;最低消费;;;套餐优惠方式;;;月基本费
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐08版B系列（单价式）/全球通88套餐08版B1.htm/	套餐基本情况;;;开放对象;;;办理渠道;;;语音电话资费标准;;;备注	优惠区域相关问题;;;套餐优惠方式;;;赠送项目;;;月使用费;;;被叫资费;;;必须捆绑的业务;;;主叫资费;;;最低消费;;;亲情号码设置数量
/资费套餐/安徽/04-资费套餐/全球通品牌资费/全球通88套餐08版B系列（单价式）/全球通88套餐08版B2.htm/	语音电话资费标准;;;办理渠道;;;开放对象;;;备注;;;套餐基本情况	优惠区域相关问题;;;套餐优惠方式;;;赠送项目;;;被叫资费;;;月使用费;;;主叫资费;;;必须捆绑的业务;;;最低消费;;;亲情号码设置数量
